listener_id,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12
10056,3,2,United States,United States,United States,4,3,2,1,1,2,1
10057,6,2,United Kingdom,United Kingdom,United Kingdom,5,2,4,1,1,3,2
10058,2,1,United States,United States,United States,1,1,2,2,2,3,1
10059,6,1,United States,United States,United States,3,4,4,1,1,2,2
10060,2,1,United States,United States,United States,6,2,3,1,1,1,1
10061,6,2,United States,United States,United States,6,6,5,1,1,1,2
10062,3,1,United States,United States,United States,6,2,5,2,1,2,2
10063,3,2,United States,United States,United States,1,1,2,2,1,2,2
10064,2,1,Namibia,United Kingdom,United Kingdom,1,1,2,2,1,1,2
10065,2,1,United States,United States,United States,3,2,2,1,1,1,2
10066,3,1,Nigeria,Nigeria,United Kingdom,6,2,3,1,1,2,2
10067,3,1,United Kingdom,United Kingdom,United Kingdom,6,2,4,2,1,1,1
10068,3,1,United States,United States,United States,2,2,2,2,2,1,1
10069,3,2,United States,United States,United States,6,2,5,1,1,1,2
10070,3,1,United States,United States,United States,2,3,1,1,1,2,2
10071,4,2,United Kingdom,United Kingdom,United Kingdom,1,1,2,2,1,1,2
10072,3,1,Nigeria,Nigeria,United Kingdom,4,2,3,2,1,1,2
10073,2,1,United States,United States,United States,6,2,5,1,1,2,2
10074,2,1,United States,Ghana,United States,1,1,3,1,1,3,2
10075,5,1,United States,United States,United States,5,2,4,2,1,1,2
10076,3,1,United States,United States,United States,2,1,1,1,1,3,2
10077,3,2,United States,United States,United States,3,2,1,1,1,2,2
10078,4,2,United States,United States,United States,2,1,5,1,1,3,1
10079,6,2,United Kingdom,United Kingdom,United Kingdom,6,4,2,1,1,2,2
10080,4,2,United Kingdom,United Kingdom,United Kingdom,2,2,1,1,1,2,2
10081,4,2,United States,United States,United States,1,1,2,1,1,3,2
10082,3,3,United Kingdom,United Kingdom,United Kingdom,4,4,2,1,1,1,2
10083,3,2,United Kingdom,United Kingdom,United Kingdom,1,1,1,1,1,2,2
10084,6,1,Japan,United States,United States,1,1,1,2,1,2,2
10085,4,2,United States,United States,United States,2,2,1,1,1,1,2
10086,6,1,United States,United States,United States,1,1,2,1,1,2,1
10087,2,1,United States,United States,United States,3,4,2,1,1,2,2
10088,4,2,United States,United States,United States,4,3,5,1,2,4,2
10089,3,1,United Kingdom,United Kingdom,United Kingdom,4,2,3,1,1,2,1
10090,4,2,United States,United States,United States,5,2,3,1,1,3,2
10091,3,2,United States,United States,United States,1,1,1,2,1,2,2
10092,4,2,United Kingdom,United Kingdom,United Kingdom,1,1,3,1,1,3,2
10093,4,2,Korea,United States,United States,1,1,2,2,1,2,2
10094,3,2,United States,United States,United States,1,1,4,2,1,2,2
10095,3,2,United States,United States,United States,6,4,3,2,1,2,2
10096,4,1,United States,United States,United States,4,4,3,1,1,2,2
10097,2,1,United States,United States,United States,2,3,2,2,1,1,2
10098,2,2,United States,United States,United States,2,3,2,2,1,2,2
10099,2,2,United States,United States,United States,5,3,4,1,1,2,2
10100,1,2,United States,United States,United States,2,4,3,2,2,2,2
10101,3,2,United Kingdom,United Kingdom,United Kingdom,3,2,3,2,1,2,2
10102,4,1,United States,United States,United States,3,2,3,1,1,2,2
10103,2,1,United States,Ghana,United States,2,2,4,1,1,3,2
10104,2,1,United States,United States,United States,4,3,2,2,1,2,2
10105,6,2,United States,United States,United States,1,1,1,1,1,2,2
10106,2,1,United States,United States,United States,6,4,2,1,1,2,2
10107,4,1,United States,United States,United States,5,2,4,2,1,1,2
10108,2,2,United States,United States,United States,2,5,3,1,1,2,2
10109,2,2,Zimbabwe,Zimbabwe,United Kingdom,6,2,2,1,1,2,2
10110,3,1,United Kingdom,United Kingdom,United Kingdom,4,3,3,1,1,2,2
10111,2,2,United States,United States,United States,1,1,3,1,1,2,2
10112,3,1,United States,United States,United States,3,2,2,1,1,2,2
10113,5,2,Korea,United States,United States,2,2,2,1,1,1,2
10114,5,1,United States,United States,United States,5,2,4,1,1,3,1
10115,5,2,United States,United States,United States,3,2,1,1,1,3,2
10116,3,1,United States,United States,United States,1,1,2,1,1,2,2
10117,3,1,Nigeria,Nigeria,United Kingdom,6,2,4,2,1,2,2
10118,2,1,United States,United States,United States,6,4,5,1,1,1,1
10119,3,2,Nigeria,Nigeria,United Kingdom,5,2,3,2,1,2,2
10120,4,2,United States,United States,United States,2,6,2,1,1,3,2
10121,2,1,United States,United States,United States,1,1,1,1,1,1,2
10122,2,2,United States,United States,United States,5,3,2,2,1,2,2
10123,2,1,China,United States,United States,2,2,3,1,1,2,2
10124,3,1,Ghana,Ghana,United States,4,4,3,2,1,2,1
10125,3,1,United States,Ghana,United States,1,1,3,1,1,3,2
10126,2,2,United States,United States,United States,5,2,4,2,1,2,2
10127,2,1,United States,United States,United States,3,3,1,2,1,1,1
10128,2,2,United States,United States,United States,3,2,5,1,1,3,2
10129,4,2,United States,United States,United States,2,2,1,1,2,2,2
10130,6,1,United Kingdom,United Kingdom,United Kingdom,6,2,1,2,1,3,2
10131,2,2,United States,United States,United States,2,3,1,2,1,2,2
10132,2,1,Nigeria,Nigeria,United Kingdom,3,2,2,2,1,3,2
10133,3,1,United States,United States,United States,5,2,4,2,1,2,2
10134,3,2,United States,United States,United States,1,1,2,1,1,1,2
10135,3,1,United Kingdom,United Kingdom,United Kingdom,2,3,1,1,1,3,2
10136,3,1,United Kingdom,United Kingdom,United Kingdom,1,1,2,1,1,2,2
10137,2,2,United Kingdom,United Kingdom,United Kingdom,1,1,3,1,4,2,2
10138,4,2,United States,United States,United States,2,2,1,2,1,2,2
10139,3,2,United States,United States,United States,1,1,3,2,1,3,2
10140,4,2,United States,United States,United States,3,2,3,1,1,2,2
10141,3,1,United States,United States,United States,3,2,5,1,1,2,2
10142,2,2,United States,United States,United States,1,1,3,1,1,2,2
10143,5,1,United States,United States,United States,3,2,4,1,1,4,2
10144,2,1,United States,United States,United States,3,2,3,2,1,2,2
10145,4,1,United States,United States,United States,1,1,1,2,1,2,2
10146,5,2,United States,United States,United States,6,2,5,1,1,2,1
10147,2,2,United States,United States,United States,1,1,5,3,1,3,2
10148,2,2,United States,United States,United States,3,5,3,2,1,2,2
10149,5,2,United Kingdom,United Kingdom,United Kingdom,3,2,1,1,1,2,2
10150,5,1,United Kingdom,United Kingdom,United Kingdom,2,6,1,2,1,2,2
10151,2,1,Ghana,Ghana,United Kingdom,2,3,2,2,1,1,2
10152,5,1,United Kingdom,United Kingdom,United Kingdom,6,3,4,2,1,2,2
10153,2,1,United States,United States,United States,2,2,1,1,1,1,2
10154,2,2,United States,United States,United States,3,4,1,2,3,2,2
10155,4,1,United Kingdom,United Kingdom,United Kingdom,1,1,1,2,1,3,2
10156,4,2,United Kingdom,United Kingdom,United Kingdom,1,1,3,2,1,2,2
10157,3,2,United States,United States,United States,6,3,4,2,1,2,1
10158,4,1,United States,United States,United States,2,1,3,2,1,3,1
10159,3,1,United States,United States,United States,2,1,3,1,1,2,2
10160,4,1,Viet Nam,United States,United States,4,2,2,2,1,4,2
10161,3,1,United States,United States,United States,1,1,1,1,1,1,2
10162,2,1,United States,United States,United States,4,3,3,1,1,3,1
10163,1,2,United States,United States,United States,4,2,2,1,1,2,1
10164,3,2,United States,United States,United States,3,2,1,2,1,3,2
10165,2,1,United States,United States,United States,3,2,4,1,1,3,2
10166,5,2,United Kingdom,United Kingdom,United Kingdom,1,1,3,1,1,2,2
10167,3,1,United States,United States,United States,1,1,2,1,1,2,2
10168,2,2,Ghana,Ghana,United States,6,2,1,2,1,2,1
10169,3,2,United States,United States,United States,1,1,2,2,3,3,2
10170,2,1,United States,United States,United States,6,2,3,1,1,1,1
10171,2,1,United States,Ghana,United States,5,2,3,2,2,3,2
10172,3,2,United States,United States,United States,4,3,4,2,2,1,2
10173,5,2,United Kingdom,United Kingdom,United Kingdom,4,5,3,2,1,1,2
10174,2,2,Pakistan,United States,United States,5,2,3,2,3,2,1
10175,3,1,United States,United States,United States,6,2,2,1,1,2,2
10176,2,1,United States,United States,United States,1,1,3,1,1,1,2
10177,6,2,United States,United States,United States,1,1,3,2,1,1,2
10178,4,1,United States,United States,United States,6,2,5,2,2,2,2
10179,6,1,United States,United States,United States,1,1,1,1,1,3,2
10180,3,1,Ghana,Ghana,United States,1,1,1,2,1,3,2
10181,1,1,United States,United States,United States,1,1,1,2,1,1,2
10182,2,1,United States,United States,United States,1,1,1,1,2,3,2
10183,3,2,United States,United States,United States,4,3,2,1,1,2,1
10184,2,1,United States,Ghana,United States,5,2,1,1,3,3,2
10185,2,1,United States,United States,United States,4,2,2,1,1,2,2
10186,4,2,United States,United States,United States,6,2,5,2,1,2,2
10187,4,2,United Kingdom,United Kingdom,United Kingdom,2,4,2,2,1,2,2
10188,3,1,Nigeria,Nigeria,United Kingdom,4,2,3,1,2,2,2
10189,2,1,United States,United States,United States,6,2,3,1,1,1,2
10190,4,1,United Kingdom,United Kingdom,United Kingdom,2,4,3,1,1,3,2
10191,2,1,United Kingdom,United Kingdom,United Kingdom,4,3,5,2,1,3,2
10192,2,2,United States,United States,United States,1,1,2,2,1,2,2
10193,2,2,United Kingdom,United Kingdom,United Kingdom,1,1,2,3,1,2,2
10194,3,2,United States,United States,United States,1,1,2,2,1,3,2
10195,1,1,United States,United States,United States,4,2,4,2,5,3,1
10196,4,2,United States,United States,United States,3,2,2,2,1,2,2
10197,2,2,United Kingdom,United Kingdom,United Kingdom,4,2,3,2,1,2,1
10198,5,2,United Kingdom,United Kingdom,United Kingdom,1,1,4,3,1,2,2
10199,3,1,Nigeria,Nigeria,United Kingdom,4,2,2,2,1,1,2
10200,3,1,United States,United States,United States,1,1,2,2,1,2,2
10201,5,1,United States,United States,United States,2,1,2,3,1,2,2
10202,5,2,United States,United States,United States,1,1,5,2,1,3,2
10203,4,1,United Kingdom,United Kingdom,United Kingdom,2,3,2,1,1,3,2
10204,2,1,India,United States,United States,3,2,1,2,1,2,2
10205,5,2,United Kingdom,United Kingdom,United Kingdom,5,4,4,2,1,3,2
10206,2,2,Zimbabwe,Zimbabwe,United Kingdom,5,2,4,2,1,2,2
10207,2,1,Malaysia,Malaysia,United Kingdom,1,1,3,2,1,1,2
10208,2,2,United States,United States,United States,2,5,2,2,1,2,2
10209,4,1,United States Minor Outlying Islands,United States,United States,6,2,5,1,1,2,2
10210,5,1,United States,India,United States,2,3,2,1,1,2,2
10211,2,2,United States,United States,United States,1,1,3,1,1,3,2
10212,2,1,United States,United States,United States,4,3,2,2,1,2,2
10213,2,2,United Kingdom,United Kingdom,United Kingdom,1,1,2,1,1,2,2
10214,2,1,United States,United States,United States,1,1,1,2,1,3,2
10215,4,1,United Kingdom,United Kingdom,United Kingdom,3,5,2,2,1,3,2
10216,2,1,United States,United States,United States,6,6,2,1,1,2,2
10217,6,1,United Kingdom,United Kingdom,United Kingdom,4,4,3,2,1,2,2
10218,5,2,United Kingdom,United Kingdom,United Kingdom,5,2,3,1,1,2,2
10219,4,2,United States,United States,United States,5,3,3,1,1,3,2
10220,6,2,United Kingdom,United Kingdom,United Kingdom,1,1,1,1,1,2,2
10221,4,2,United States,United States,United States,4,3,2,1,2,2,2
10222,2,2,United States,United States,United States,4,2,3,2,1,2,2
10223,3,1,United States,United States,United States,3,2,4,2,1,2,2
10224,5,1,United Kingdom,United Kingdom,United Kingdom,2,2,3,2,1,3,2
10225,2,1,United States,United States,United States,1,2,3,2,1,4,1
10226,2,1,United States,United States,United States,3,3,4,2,1,2,2
10227,1,1,United States,United States,United States,3,2,2,1,2,2,2
10228,3,1,United States,United States,United States,6,2,4,1,1,1,1
10229,4,1,United States,United States,United States,2,1,1,1,1,1,2
10230,3,1,Nigeria,Nigeria,United Kingdom,4,3,3,1,1,2,1
10231,2,1,United States,United States,United States,1,1,4,1,1,2,1
10232,3,1,United States,United States,United States,6,2,5,1,1,3,2
10233,3,1,United Kingdom,United Kingdom,United Kingdom,1,1,3,2,1,2,2
10234,3,2,United States,United States,United States,2,1,2,3,1,1,2
10235,3,1,United Kingdom,United Kingdom,United Kingdom,5,3,4,1,1,2,2
10236,5,2,United States,United States,United States,1,1,3,2,1,2,2
10237,3,1,United Kingdom,United Kingdom,United Kingdom,1,1,3,1,1,3,2
10238,2,1,United States,United States,United States,4,2,5,1,1,1,2
10239,3,1,United States,United States,United States,4,2,2,2,1,3,2
10240,2,1,United Kingdom,United Kingdom,United Kingdom,1,1,1,1,1,2,2
10241,3,1,Nigeria,Nigeria,United Kingdom,5,3,2,2,1,1,2
10242,2,1,United States,United States,United States,1,1,5,1,1,1,2
10243,4,2,United States,United Arab Emirates,United States,3,4,3,2,1,2,2
10244,3,1,United Kingdom,United Kingdom,United Kingdom,2,2,1,1,1,2,2
10245,5,2,United States,United States,United States,2,1,3,2,1,2,2
10246,2,2,United States,United States,United States,6,2,2,1,1,2,2
10247,3,2,United Kingdom,United Kingdom,United Kingdom,5,2,1,2,1,1,2
10248,3,1,Nigeria,Nigeria,United Kingdom,6,2,4,1,1,2,2
10249,6,1,United States,United States,United States,4,5,5,1,1,2,1
10250,4,2,United States,United States,United States,2,2,1,2,1,2,2
10251,4,1,Nigeria,Nigeria,United Kingdom,6,2,3,2,1,1,1
10252,4,2,United States,United States,United States,4,5,2,1,1,3,2
10253,2,2,Nigeria,Nigeria,United Kingdom,5,2,3,1,1,2,2
10254,2,2,United States,United States,United States,4,2,3,1,1,3,2
10255,3,2,United States,United States,United States,1,1,1,1,1,2,2
10256,2,2,Nigeria,Nigeria,United Kingdom,1,1,3,2,1,2,2
10257,4,1,United States,United States,United States,2,1,4,1,1,3,2
10258,2,1,United States,United States,United States,3,4,4,1,1,2,2
10259,3,1,United States,United States,United States,1,1,2,1,1,1,2
10260,2,1,United Kingdom,United Kingdom,United Kingdom,4,2,3,1,1,2,1
10261,5,1,United States,United States,United States,1,1,1,2,1,3,2
10262,4,2,United Kingdom,United Kingdom,United Kingdom,3,3,2,2,1,2,2
10263,2,1,Ghana,Ghana,United States,3,4,2,2,2,2,2
10264,4,2,United States,United States,United States,2,2,1,2,1,4,2
10265,6,1,United States,United States,United States,4,2,5,1,1,3,1
10266,2,1,United Kingdom,Nigeria,United Kingdom,1,1,2,1,1,1,2
10267,6,1,United Kingdom,United Kingdom,United Kingdom,5,3,3,2,1,1,2
10268,2,1,United States,Ghana,United States,5,2,2,1,1,1,1
10269,3,1,United Kingdom,United Kingdom,United Kingdom,6,2,2,1,1,2,2
10270,6,1,United Kingdom,United Kingdom,United Kingdom,1,1,1,2,1,3,2
10271,2,2,United States,Kenya,United States,1,1,1,1,1,1,2
10272,4,1,United States,United States,United States,2,1,2,1,1,2,2
10273,2,1,United Kingdom,United Kingdom,United Kingdom,3,2,2,1,1,3,2
10274,3,2,United States,United States,United States,4,2,3,1,1,1,2
10275,4,2,United States,United States,United States,6,2,2,2,1,2,2
10276,3,3,United States,United States,United States,6,3,2,3,1,3,2
10277,5,1,United States,United States,United States,2,1,2,2,1,3,2
10278,3,1,United States,United States,United States,3,4,2,1,1,2,2
10279,3,2,United States,United States,United States,1,1,2,2,1,3,2
10280,3,2,United States,United States,United States,2,1,2,2,1,3,2
10281,5,1,United Kingdom,United Kingdom,United Kingdom,6,2,2,1,1,2,2
10282,3,1,United States,United States,United States,1,1,2,1,1,2,2
10283,2,1,United Kingdom,United Kingdom,United Kingdom,2,5,4,1,1,1,2
10284,4,2,United States,United States,United States,3,2,4,2,1,2,2
10285,6,2,United States,United States,United States,5,2,4,1,1,2,2
10286,5,2,United Kingdom,United Kingdom,United Kingdom,2,4,2,3,1,1,2
10287,2,2,United States,United States,United States,4,2,4,3,1,2,2
10288,2,2,United States,United States,United States,5,2,4,1,1,2,2
10289,6,1,United Kingdom,United Kingdom,United Kingdom,2,2,2,2,1,1,2
10290,3,2,United Kingdom,United Kingdom,United Kingdom,1,1,3,1,1,4,2
10291,2,2,United States,United States,United States,3,4,2,1,1,2,2
10292,4,1,United Kingdom,United Kingdom,United Kingdom,6,2,4,1,1,2,1
10293,3,2,Nigeria,Nigeria,United States,5,2,5,1,1,2,2
10294,2,1,Nigeria,Nigeria,United Kingdom,5,2,4,1,1,3,1
10295,5,2,United States,United States,United States,3,6,2,2,1,2,2
10296,2,1,United States,United States,United States,4,4,3,1,1,1,2
10297,2,2,United Kingdom,United Kingdom,United Kingdom,3,2,3,2,3,2,2
10298,3,2,United States,United States,United States,1,1,4,1,1,3,2
10299,4,1,United States,United States,United States,3,3,3,1,1,2,2
10300,3,1,United States,United States,United States,2,2,1,1,3,1,2
10301,4,1,United States,United States,United States,6,2,4,2,1,1,2
10302,2,2,United Kingdom,United Kingdom,United Kingdom,6,2,3,2,1,2,2
10303,3,2,United States,United States,United States,2,2,1,2,1,2,2
10304,3,2,United States,United States,United States,5,3,4,1,1,2,2
10305,2,1,United States,United States,United States,2,2,1,1,1,1,1
10306,4,2,United Kingdom,United Kingdom,United Kingdom,1,1,2,2,1,2,2
10307,4,2,United States,United States,United States,5,2,4,2,1,2,2
10308,5,1,United Kingdom,United Kingdom,United Kingdom,2,1,2,1,1,2,2
10309,5,1,United States,United States,United States,4,3,2,1,1,1,2
10310,5,1,United States,United States,United States,3,4,2,1,1,2,1
10311,4,1,United States,United States,United States,2,1,1,3,1,2,2
10312,2,1,United States,United States,United States,3,3,5,2,1,3,2
10313,4,1,United Kingdom,United Kingdom,United Kingdom,6,2,5,1,1,2,2
10314,2,1,United States,United States,United States,1,1,2,1,3,3,2
10315,5,2,United States,United States,United States,1,1,3,1,1,3,2
10316,3,2,United States,United States,United States,6,1,1,1,1,1,2
10317,2,2,United States,United States,United States,2,5,2,1,1,3,2
10318,3,1,United States,United States,United States,5,2,4,1,1,3,1
10319,4,2,United States,United States,United States,1,1,3,2,1,2,2
10320,5,2,United States,United States,United States,3,3,5,1,1,2,2
10321,2,2,United States,United States,United States,6,5,1,1,1,1,2
10322,3,2,United States,United States,United States,4,4,3,2,1,1,2
10323,3,2,United States,United States,United States,1,1,2,1,1,3,2
10324,3,1,United Kingdom,United Kingdom,United Kingdom,1,1,2,2,1,2,2
10325,3,2,United States,United States,United States,1,1,3,2,2,3,2
10326,3,2,United Kingdom,Ghana,United Kingdom,2,1,1,1,1,3,2
10327,3,1,United States,United States,United States,1,1,2,2,1,3,2
10328,2,1,United Kingdom,United Kingdom,United Kingdom,6,2,2,1,1,1,1
10329,2,1,Viet Nam,United States,United States,2,2,2,1,1,2,2
10330,2,2,Pakistan,United Kingdom,United Kingdom,6,2,2,2,1,3,2
10331,2,2,United States,United States,United States,1,1,1,2,1,2,2
10332,4,1,United States,United States,United States,2,2,1,3,1,1,2
10333,6,2,United Kingdom,United Kingdom,United Kingdom,3,6,1,1,1,2,2
10334,2,1,United States,Ghana,United States,4,5,3,1,1,1,2
10335,3,2,United States,United States,United States,6,2,5,2,1,2,2
10336,1,1,United States,United States,United States,2,2,4,1,1,2,1
10337,5,1,United States,United States,United States,1,1,3,2,1,3,2
10338,3,1,United Kingdom,United Kingdom,United Kingdom,4,1,3,2,1,2,2
10339,3,2,United States,United States,United States,3,4,2,2,1,2,2
10340,3,1,United States,United States,United States,1,1,1,1,1,4,2
10341,3,1,United Kingdom,United Kingdom,United Kingdom,1,1,3,1,1,1,2
10342,3,2,United States,United States,United States,1,1,4,1,1,1,2
10343,4,2,United States,United States,United States,4,2,2,1,1,2,2
10344,3,2,United States,United States,United States,4,2,2,2,1,2,1
10345,6,1,United States,United States,United States,4,3,3,2,1,2,2
10346,5,2,United States,United States,United States,6,6,2,1,1,2,2
10347,4,1,United Kingdom,United Kingdom,United Kingdom,4,2,1,1,1,2,2
10348,3,1,United States,United States,United States,1,1,3,2,1,2,2
10349,2,2,United States,United States,United States,1,1,1,1,1,1,2
10350,6,2,United States,United States,United States,1,1,1,1,1,2,2
10351,2,1,Nigeria,Nigeria,United Kingdom,5,2,2,1,1,2,1
10352,6,2,Lithuania,United States,United States,3,6,2,2,1,3,2
10353,2,1,United States,United States,United States,1,1,2,2,1,1,2
10354,4,2,United States,United States,United States,4,4,3,2,1,3,2
10355,2,2,United States,United States,United States,2,2,3,1,1,2,2
10356,6,2,United States,United States,United States,4,2,3,2,3,3,1
10357,1,2,United States,United States,United States,1,1,5,1,1,2,2
10358,3,1,United Kingdom,United Kingdom,United Kingdom,3,4,2,1,1,1,2
10359,3,1,United States,United States,United States,6,2,3,1,1,2,1
10360,2,2,United States,Ghana,United States,1,1,3,2,3,2,2
10361,3,1,United Kingdom,Nigeria,United Kingdom,5,3,3,2,1,3,2
10362,2,2,United States,United States,United States,1,1,2,1,1,2,2
10363,3,2,United States,United States,United States,4,2,2,1,1,1,1
10364,2,1,United States,United States,United States,1,1,1,2,1,2,2
10365,2,2,United States,United States,United States,6,2,3,2,1,1,2
10366,4,1,United Kingdom,United Kingdom,United Kingdom,2,4,4,1,1,3,2
10367,6,2,United States,United States,United States,4,3,1,1,1,2,2
10368,2,1,United States,United States,United States,2,3,4,2,1,3,2
10369,2,1,United Kingdom,United Kingdom,United Kingdom,4,2,1,1,1,2,2
10370,5,2,United States,United States,United States,6,2,5,2,1,1,2
10371,3,1,United Kingdom,United Kingdom,United Kingdom,5,2,4,1,4,3,2
10372,2,1,United States,United States,United States,2,2,2,1,1,2,2
10373,1,2,United States,Kenya,United States,1,1,5,1,1,2,2
10374,4,2,United States,United States,United States,2,5,2,2,1,3,2
10375,5,2,United Kingdom,United Kingdom,United Kingdom,6,2,5,2,1,1,2
10376,3,1,United States,United States,United States,2,4,4,1,1,3,2
10377,2,2,United Kingdom,United Kingdom,United Kingdom,1,1,2,2,1,3,2
10378,5,2,United Kingdom,United Kingdom,United Kingdom,2,4,2,1,1,3,2
10379,2,1,United States,United States,United States,1,1,2,1,1,2,2
10380,3,2,United States,United States,United States,1,1,2,2,1,2,2
10381,4,2,United States,United States,United States,2,2,1,2,1,2,2
10382,5,1,United States,United States,United States,1,1,2,2,1,3,2
10383,2,2,United States,United States,United States,2,2,2,1,1,2,2
10384,3,1,United States,United States,United States,1,1,2,1,1,3,2
10385,2,1,United Kingdom,United Kingdom,United Kingdom,1,1,3,1,2,3,2
10386,4,1,United States,United States,United States,3,4,3,2,1,3,2
10387,2,2,United States,United States,United States,1,1,1,1,1,1,2
10388,3,1,United States,United States,United States,2,4,4,2,1,2,1
10389,2,1,United States,United States,United States,1,1,1,1,1,1,2
10390,6,1,United States,United States,United States,1,1,1,3,1,3,2
10391,2,2,United States,United States,United States,3,3,2,1,1,1,2
10392,3,2,United States,United States,United States,1,1,1,1,1,1,2
10393,4,2,United Kingdom,United Kingdom,United Kingdom,1,1,3,1,1,4,2
10394,5,2,United States,United States,United States,5,2,2,1,1,3,2
10395,5,2,United States,United States,United States,3,2,5,1,1,3,2
10396,4,2,United States,United States,United States,3,2,3,1,1,2,2
10397,2,1,United States,United States,United States,2,4,4,2,1,2,2
10398,3,2,United Kingdom,United Kingdom,United Kingdom,6,2,2,2,1,3,2
10399,6,1,United States,United States,United States,1,1,3,1,1,2,2
10400,5,2,United States,United States,United States,1,1,5,1,1,3,2
10401,5,1,United Kingdom,United Kingdom,United Kingdom,2,4,1,1,1,2,2
10402,3,2,United States,United States,United States,1,1,3,1,1,2,2
10403,5,1,United Kingdom,United Kingdom,United Kingdom,1,1,2,2,1,3,2
10404,4,2,United States,United States,United States,4,3,3,2,2,3,1
10405,2,2,United States,United States,United States,1,1,2,2,1,3,2
10406,3,1,United States,United States,United States,6,3,1,1,1,4,2
10407,5,1,United States,United States,United States,1,1,2,2,1,2,2
10408,6,1,United States,United States,United States,3,2,5,1,1,3,2
10409,2,1,United States,United States,United States,1,1,4,1,1,3,2
10410,2,1,Nigeria,Nigeria,United Kingdom,2,4,1,2,1,3,2
10411,2,2,United States,United States,United States,2,3,1,1,1,1,2
