wavname,text,score,listener_id,audio type,anchor label,in RELATE dataset,in AudioCaps
/audioldm/test/103995.wav,Loud bursts and pops with men speaking,8,0001,audioldm,False,validation,test
/audiocaps/train/10872.wav,A car motor races by loudly at first and the softly and then idles,0,0001,natural,True,excluded,
/audiocaps/train/93255.wav,A car motor races by loudly at first and the softly and then idles,10,0001,natural,False,train,train
/audiocaps/train/47371.wav,Birds chirp loudly in the distance followed by a person talking nearby and then more chirping,6,0001,natural,False,train,train
/audiocaps/test/103995.wav,Loud bursts and pops with men speaking,9,0001,natural,False,validation,test
/audiocaps/train/18202.wav,Wind is gusting while a jet engine is running,5,0001,natural,False,train,train
/tango2/train/18202.wav,Wind is gusting while a jet engine is running,10,0001,tango,False,train,train
/audioldm2/train/91139.wav,A woman talks nearby as water pours,10,0001,audioldm,False,train,train
/audiocaps/train/101862.wav,Distant speech together with rustling and clanking,4,0001,natural,False,train,train
/audioldm2/train/47371.wav,Birds chirp loudly in the distance followed by a person talking nearby and then more chirping,2,0001,audioldm,False,train,train
/tango2/train/101862.wav,Distant speech together with rustling and clanking,6,0001,tango,False,train,train
/audiocaps/train/91139.wav,A woman talks nearby as water pours,5,0001,natural,False,train,train
/audiocaps/train/61705.wav,Loud bursts and pops with men speaking,0,0001,natural,True,excluded,
/tango/train/93255.wav,A car motor races by loudly at first and the softly and then idles,7,0001,tango,False,train,train
/audioldm2/train/93255.wav,A car motor races by loudly at first and the softly and then idles,8,0001,audioldm,False,train,train
/tango2/test/103995.wav,Loud bursts and pops with men speaking,6,0001,tango,False,validation,test
/tango2/train/14869.wav,Loud gurgling of water as a person shouts out,10,0002,tango,False,train,train
/audioldm/test/105682.wav,A woman yelling and laughing as a group of people shout while ocean waves crash and wind blows into a microphone,0,0002,audioldm,False,validation,test
/tango/train/19507.wav,Birds chirping and a frog croaking,3,0002,tango,False,train,train
/audioldm/train/14869.wav,Loud gurgling of water as a person shouts out,2,0002,audioldm,False,train,train
/tango/test/104688.wav,A series of electronic beeps alongside plastic clicking and laser effects followed by a wooden thud and synthesized explosion,7,0002,tango,False,validation,test
/audioldm2/train/19507.wav,Birds chirping and a frog croaking,10,0002,audioldm,False,train,train
/audiocaps/train/19507.wav,Birds chirping and a frog croaking,2,0002,natural,False,train,train
/audiocaps/train/7568.wav,A woman yelling and laughing as a group of people shout while ocean waves crash and wind blows into a microphone,0,0002,natural,True,excluded,
/tango2/test/105917.wav,Flying insects are buzzing,10,0002,tango,False,test,test
/audiocaps/train/2733.wav,Baby crying loudly,10,0002,natural,False,train,train
/audiocaps/test/104688.wav,A series of electronic beeps alongside plastic clicking and laser effects followed by a wooden thud and synthesized explosion,2,0002,natural,False,validation,test
/audiocaps/test/105917.wav,Flying insects are buzzing,0,0002,natural,False,test,test
/tango/train/2733.wav,Baby crying loudly,5,0002,tango,False,train,train
/audioldm2/train/2733.wav,Baby crying loudly,10,0002,audioldm,False,train,train
/audiocaps/train/72153.wav,Baby crying loudly,0,0002,natural,True,excluded,
/audioldm2/test/104688.wav,A series of electronic beeps alongside plastic clicking and laser effects followed by a wooden thud and synthesized explosion,8,0002,audioldm,False,validation,test
/audiocaps/train/14869.wav,Loud gurgling of water as a person shouts out,4,0002,natural,False,train,train
/tango2/test/105682.wav,A woman yelling and laughing as a group of people shout while ocean waves crash and wind blows into a microphone,4,0002,tango,False,validation,test
/audiocaps/test/105682.wav,A woman yelling and laughing as a group of people shout while ocean waves crash and wind blows into a microphone,7,0002,natural,False,validation,test
/audioldm/test/105917.wav,Flying insects are buzzing,2,0002,audioldm,False,test,test
/audiocaps/test/107397.wav,Loud gurgling of water as a person shouts out,2,0002,natural,True,excluded,
/tango2/train/20926.wav,A man is giving a speech to a cheering crowd,8,0003,tango,False,train,train
/audiocaps/train/6149.wav,A man is giving a speech to a cheering crowd,2,0003,natural,True,excluded,
/tango2/test/106083.wav,Continuous and steady rainfall,10,0003,tango,False,validation,test
/audiocaps/test/106628.wav,Low frequency emergency siren going off followed by the siren slowing briefly,9,0003,natural,False,test,test
/tango2/test/27609.wav,Rustling and shaking followed by a horn and gusts of wind,8,0003,tango,False,test,test
/audioldm/test/27609.wav,Rustling and shaking followed by a horn and gusts of wind,6,0003,audioldm,False,test,test
/audioldm/test/106628.wav,Low frequency emergency siren going off followed by the siren slowing briefly,5,0003,audioldm,False,test,test
/audioldm/train/20926.wav,A man is giving a speech to a cheering crowd,6,0003,audioldm,False,train,train
/tango/train/34732.wav,Rustling followed by high pitched vibrations and sanding with a man speaking,6,0003,tango,False,train,train
/audioldm/train/8475.wav,Dogs barking frantically,8,0003,audioldm,False,train,train
/audiocaps/train/8475.wav,Dogs barking frantically,9,0003,natural,False,train,train
/audiocaps/test/27609.wav,Rustling and shaking followed by a horn and gusts of wind,8,0003,natural,False,test,test
/audioldm2/train/34732.wav,Rustling followed by high pitched vibrations and sanding with a man speaking,5,0003,audioldm,False,train,train
/audiocaps/train/20926.wav,A man is giving a speech to a cheering crowd,10,0003,natural,False,train,train
/tango2/test/106628.wav,Low frequency emergency siren going off followed by the siren slowing briefly,7,0003,tango,False,test,test
/audiocaps/train/57021.wav,Dogs barking frantically,0,0003,natural,True,excluded,
/audioldm/test/106083.wav,Continuous and steady rainfall,8,0003,audioldm,False,validation,test
/audiocaps/train/34732.wav,Rustling followed by high pitched vibrations and sanding with a man speaking,7,0003,natural,False,train,train
/audiocaps/test/106801.wav,Rustling followed by high pitched vibrations and sanding with a man speaking,0,0003,natural,True,excluded,
/tango2/train/8475.wav,Dogs barking frantically,10,0003,tango,False,train,train
/audiocaps/test/106083.wav,Continuous and steady rainfall,8,0003,natural,False,validation,test
/audioldm/train/37943.wav,A racing vehicle accelerating at a high rate followed by idle vehicle engines running while a man speaks over an intercom,4,0004,audioldm,False,train,train
/audioldm2/test/102915.wav,A woman breathing heavily followed by two sneezes then nose sniffling,7,0004,audioldm,False,validation,test
/tango/test/102915.wav,A woman breathing heavily followed by two sneezes then nose sniffling,6,0004,tango,False,validation,test
/tango2/train/19412.wav,Birds are chirping while someone whistles,8,0004,tango,False,train,train
/tango2/train/97016.wav,A reloading sound then single shot gun fire and an explosion,5,0004,tango,False,train,train
/audiocaps/train/19412.wav,Birds are chirping while someone whistles,9,0004,natural,False,train,train
/audiocaps/train/97016.wav,A reloading sound then single shot gun fire and an explosion,2,0004,natural,False,train,train
/audiocaps/train/32179.wav,A toilet is flushed,9,0004,natural,False,train,train
/audioldm/train/97016.wav,A reloading sound then single shot gun fire and an explosion,2,0004,audioldm,False,train,train
/audiocaps/train/37943.wav,A racing vehicle accelerating at a high rate followed by idle vehicle engines running while a man speaks over an intercom,3,0004,natural,False,train,train
/audioldm2/train/28805.wav,Humming of an idling engine with squeaking tires,7,0004,audioldm,False,train,train
/audioldm2/train/32179.wav,A toilet is flushed,9,0004,audioldm,False,train,train
/tango/train/32179.wav,A toilet is flushed,10,0004,tango,False,train,train
/audiocaps/train/28805.wav,Humming of an idling engine with squeaking tires,8,0004,natural,False,train,train
/audiocaps/test/102915.wav,A woman breathing heavily followed by two sneezes then nose sniffling,6,0004,natural,False,validation,test
/audiocaps/train/16940.wav,A reloading sound then single shot gun fire and an explosion,0,0004,natural,True,excluded,
/audioldm/train/19412.wav,Birds are chirping while someone whistles,7,0004,audioldm,False,train,train
/audiocaps/train/13166.wav,A woman breathing heavily followed by two sneezes then nose sniffling,0,0004,natural,True,excluded,
/audiocaps/test/106325.wav,Birds are chirping while someone whistles,0,0004,natural,True,excluded,
/tango/train/28805.wav,Humming of an idling engine with squeaking tires,4,0004,tango,False,train,train
/tango2/train/37943.wav,A racing vehicle accelerating at a high rate followed by idle vehicle engines running while a man speaks over an intercom,10,0004,tango,False,train,train
/tango2/test/103772.wav,A cat meowing as a person makes kissing noises followed by a guy chuckling,5,0005,tango,False,validation,test
/audioldm2/test/105518.wav,Wind blowing with some leaves rustling,9,0005,audioldm,False,validation,test
/audiocaps/train/44004.wav,Someone crinkles plastic and speaks,0,0005,natural,True,excluded,
/audiocaps/train/97258.wav,A man speaks and children laugh,7,0005,natural,False,train,train
/audiocaps/test/103772.wav,A cat meowing as a person makes kissing noises followed by a guy chuckling,2,0005,natural,False,validation,test
/audiocaps/test/105908.wav,A man talks outside while several other men join in the conversation,7,0005,natural,False,test,test
/audiocaps/test/105066.wav,A man speaks and children laugh,0,0005,natural,True,excluded,
/audiocaps/train/9131.wav,Wind blowing with some leaves rustling,0,0005,natural,True,excluded,
/audiocaps/test/107014.wav,An idle vehicle engine running,5,0005,natural,False,test,test
/tango/train/97258.wav,A man speaks and children laugh,8,0005,tango,False,train,train
/tango/test/105518.wav,Wind blowing with some leaves rustling,6,0005,tango,False,validation,test
/tango/train/93855.wav,Someone crinkles plastic and speaks,10,0005,tango,False,train,train
/audioldm/test/103772.wav,A cat meowing as a person makes kissing noises followed by a guy chuckling,0,0005,audioldm,False,validation,test
/audioldm2/train/93855.wav,Someone crinkles plastic and speaks,10,0005,audioldm,False,train,train
/audioldm2/train/97258.wav,A man speaks and children laugh,5,0005,audioldm,False,train,train
/audiocaps/train/93855.wav,Someone crinkles plastic and speaks,0,0005,natural,False,train,train
/tango/test/107014.wav,An idle vehicle engine running,8,0005,tango,False,test,test
/audiocaps/test/105518.wav,Wind blowing with some leaves rustling,1,0005,natural,False,validation,test
/audioldm/test/105908.wav,A man talks outside while several other men join in the conversation,10,0005,audioldm,False,test,test
/tango2/test/105908.wav,A man talks outside while several other men join in the conversation,10,0005,tango,False,test,test
/audioldm2/test/107014.wav,An idle vehicle engine running,10,0005,audioldm,False,test,test
/tango2/train/6648.wav,"Water is gurgling, the phone rings, an adult male speaks, and a heart beats",4,0006,tango,False,train,train
/audiocaps/test/105139.wav,An aircraft flying followed by plastic creaking and rattling while a kid speaks in the distance,3,0006,natural,False,excluded,test
/audiocaps/test/105257.wav,"Water is gurgling, the phone rings, an adult male speaks, and a heart beats",3,0006,natural,True,excluded,
/audiocaps/test/106024.wav,Male voice speaking briefly followed by drilling,10,0006,natural,False,excluded,test
/audiocaps/test/105264.wav,Male voice speaking briefly followed by drilling,2,0006,natural,True,excluded,
/tango/test/105139.wav,An aircraft flying followed by plastic creaking and rattling while a kid speaks in the distance,2,0006,tango,False,excluded,test
/tango/train/75553.wav,An engine chugging consistently,2,0006,tango,False,train,train
/audioldm2/test/105139.wav,An aircraft flying followed by plastic creaking and rattling while a kid speaks in the distance,0,0006,audioldm,False,excluded,test
/audiocaps/test/106648.wav,A man is speaking with tapping noises and dishes being moved,6,0006,natural,False,excluded,test
/audiocaps/train/6648.wav,"Water is gurgling, the phone rings, an adult male speaks, and a heart beats",9,0006,natural,False,train,train
/audiocaps/train/13166.wav,Wood scrapping against a stone surface,0,0006,natural,True,excluded,
/audioldm2/train/75553.wav,An engine chugging consistently,9,0006,audioldm,False,train,train
/audioldm/test/106648.wav,A man is speaking with tapping noises and dishes being moved,8,0006,audioldm,False,excluded,test
/tango/test/106024.wav,Male voice speaking briefly followed by drilling,9,0006,tango,False,excluded,test
/audioldm2/test/104302.wav,Wood scrapping against a stone surface,10,0006,audioldm,False,excluded,test
/audioldm/train/6648.wav,"Water is gurgling, the phone rings, an adult male speaks, and a heart beats",0,0006,audioldm,False,train,train
/tango2/test/106648.wav,A man is speaking with tapping noises and dishes being moved,9,0006,tango,False,excluded,test
/audiocaps/train/75553.wav,An engine chugging consistently,0,0006,natural,False,train,train
/tango/test/104302.wav,Wood scrapping against a stone surface,9,0006,tango,False,excluded,test
/audiocaps/test/104302.wav,Wood scrapping against a stone surface,2,0006,natural,False,excluded,test
/audioldm2/test/106024.wav,Male voice speaking briefly followed by drilling,7,0006,audioldm,False,excluded,test
/audioldm/train/13881.wav,A cat is caterwauling while several people laugh,2,0007,audioldm,False,train,train
/tango2/train/13881.wav,A cat is caterwauling while several people laugh,8,0007,tango,False,train,train
/audioldm/test/104134.wav,A man talking as a sewing machine rapidly operates and hums,2,0007,audioldm,False,validation,test
/tango2/test/104134.wav,A man talking as a sewing machine rapidly operates and hums,6,0007,tango,False,validation,test
/tango2/train/70449.wav,"A person coughs several times nearby, followed by a person talking, after which a person laughs",4,0007,tango,False,train,train
/audiocaps/test/104798.wav,A man talking as water streams in the background,7,0007,natural,False,test,test
/audiocaps/train/5124.wav,"A person coughs several times nearby, followed by a person talking, after which a person laughs",1,0007,natural,True,excluded,
/audiocaps/test/104134.wav,A man talking as a sewing machine rapidly operates and hums,8,0007,natural,False,validation,test
/tango/test/104798.wav,A man talking as water streams in the background,8,0007,tango,False,test,test
/audiocaps/train/70449.wav,"A person coughs several times nearby, followed by a person talking, after which a person laughs",9,0007,natural,False,train,train
/audioldm/train/70449.wav,"A person coughs several times nearby, followed by a person talking, after which a person laughs",1,0007,audioldm,False,train,train
/audiocaps/train/17306.wav,Wind noise followed by flowing water,8,0007,natural,False,train,train
/tango2/train/26658.wav,Cracking followed by a man speaking,7,0007,tango,False,train,train
/audiocaps/train/13881.wav,A cat is caterwauling while several people laugh,8,0007,natural,False,train,train
/audioldm/train/17306.wav,Wind noise followed by flowing water,5,0007,audioldm,False,train,train
/audiocaps/train/26658.wav,Cracking followed by a man speaking,1,0007,natural,False,train,train
/audioldm2/test/104798.wav,A man talking as water streams in the background,6,0007,audioldm,False,test,test
/audiocaps/train/45404.wav,A man talking as a sewing machine rapidly operates and hums,0,0007,natural,True,excluded,
/audioldm/train/26658.wav,Cracking followed by a man speaking,8,0007,audioldm,False,train,train
/tango2/train/17306.wav,Wind noise followed by flowing water,7,0007,tango,False,train,train
/audiocaps/train/77759.wav,A man talking as water streams in the background,0,0007,natural,True,excluded,
/audioldm2/train/12952.wav,A man and a child are having a quick moving conversation,7,0008,audioldm,False,excluded,train
/tango/test/105643.wav,"People are giggling, and a man speaks",7,0008,tango,False,excluded,test
/audioldm2/test/105643.wav,"People are giggling, and a man speaks",10,0008,audioldm,False,excluded,test
/audiocaps/train/60072.wav,"A motor is running, an animal is panting, and people are speaking in the background",8,0008,natural,True,excluded,
/audiocaps/test/106041.wav,"Soft clicking and electronic beeping is ongoing, while a large engine approaches, a train horn blows, and clattering occurs",8,0008,natural,False,excluded,test
/audioldm/train/12794.wav,"A motor is running, an animal is panting, and people are speaking in the background",7,0008,audioldm,False,excluded,train
/audioldm2/test/27054.wav,A man is speaking,7,0008,audioldm,False,excluded,test
/tango/train/12952.wav,A man and a child are having a quick moving conversation,9,0008,tango,False,excluded,train
/audiocaps/train/12794.wav,"A motor is running, an animal is panting, and people are speaking in the background",9,0008,natural,False,excluded,train
/tango/test/27054.wav,A man is speaking,10,0008,tango,False,excluded,test
/tango2/train/12794.wav,"A motor is running, an animal is panting, and people are speaking in the background",9,0008,tango,False,excluded,train
/tango/train/74897.wav,An helicopter moves far away while wind blows,5,0008,tango,False,excluded,train
/audiocaps/train/67341.wav,"Soft clicking and electronic beeping is ongoing, while a large engine approaches, a train horn blows, and clattering occurs",6,0008,natural,True,excluded,
/audiocaps/train/74897.wav,An helicopter moves far away while wind blows,10,0008,natural,False,excluded,train
/audiocaps/train/12952.wav,A man and a child are having a quick moving conversation,0,0008,natural,False,excluded,train
/audioldm2/train/74897.wav,An helicopter moves far away while wind blows,10,0008,audioldm,False,excluded,train
/audioldm2/test/106041.wav,"Soft clicking and electronic beeping is ongoing, while a large engine approaches, a train horn blows, and clattering occurs",4,0008,audioldm,False,excluded,test
/audiocaps/test/105643.wav,"People are giggling, and a man speaks",10,0008,natural,False,excluded,test
/audiocaps/test/106429.wav,An helicopter moves far away while wind blows,0,0008,natural,True,excluded,
/audiocaps/test/27054.wav,A man is speaking,9,0008,natural,False,excluded,test
/tango/test/106041.wav,"Soft clicking and electronic beeping is ongoing, while a large engine approaches, a train horn blows, and clattering occurs",5,0008,tango,False,excluded,test
/audiocaps/test/104306.wav,A man talks as an engine idles loudly,10,0009,natural,False,test,test
/tango/test/106072.wav,A person burps followed by laughter,10,0009,tango,False,test,test
/audioldm2/test/107149.wav,A motor vehicle engine is running while race cars are passing by,8,0009,audioldm,False,validation,test
/audioldm2/test/104306.wav,A man talks as an engine idles loudly,9,0009,audioldm,False,test,test
/audiocaps/test/104909.wav,A toilet is flushed,10,0009,natural,False,validation,test
/audioldm/train/43960.wav,Humming of an engine with clip clops of a horse as men speak faintly and wind blows then a horn honks,4,0009,audioldm,False,train,train
/audiocaps/train/43960.wav,Humming of an engine with clip clops of a horse as men speak faintly and wind blows then a horn honks,10,0009,natural,False,train,train
/audiocaps/test/106835.wav,A motor vehicle engine is running while race cars are passing by,0,0009,natural,True,excluded,
/audioldm2/test/106072.wav,A person burps followed by laughter,9,0009,audioldm,False,test,test
/audiocaps/train/6300.wav,Water is gurgling and a person is speaking,0,0009,natural,False,train,train
/audiocaps/test/107149.wav,A motor vehicle engine is running while race cars are passing by,7,0009,natural,False,validation,test
/tango/test/104909.wav,A toilet is flushed,10,0009,tango,False,validation,test
/audioldm2/train/6300.wav,Water is gurgling and a person is speaking,8,0009,audioldm,False,train,train
/audiocaps/test/106072.wav,A person burps followed by laughter,10,0009,natural,False,test,test
/tango/test/107149.wav,A motor vehicle engine is running while race cars are passing by,10,0009,tango,False,validation,test
/tango/test/104306.wav,A man talks as an engine idles loudly,10,0009,tango,False,test,test
/audiocaps/train/5237.wav,Humming of an engine with clip clops of a horse as men speak faintly and wind blows then a horn honks,2,0009,natural,True,excluded,
/tango2/train/43960.wav,Humming of an engine with clip clops of a horse as men speak faintly and wind blows then a horn honks,9,0009,tango,False,train,train
/audioldm2/test/104909.wav,A toilet is flushed,10,0009,audioldm,False,validation,test
/audiocaps/test/103225.wav,Water is gurgling and a person is speaking,0,0009,natural,True,excluded,
/tango/train/6300.wav,Water is gurgling and a person is speaking,10,0009,tango,False,train,train
/audiocaps/train/28330.wav,Jet engine flying,0,0010,natural,True,excluded,
/tango/train/12797.wav,A vehicle plays the horn,8,0010,tango,False,train,train
/audiocaps/test/105474.wav,A male speaking and scraping,9,0010,natural,False,test,test
/audioldm/test/106441.wav,A train running on train tracks while a steam engine horn whistles,3,0010,audioldm,False,test,test
/audioldm2/train/4107.wav,Jet engine flying,10,0010,audioldm,False,train,train
/audioldm2/test/105474.wav,A male speaking and scraping,9,0010,audioldm,False,test,test
/audiocaps/test/107161.wav,A male speaking and scraping,0,0010,natural,True,excluded,
/tango/test/105474.wav,A male speaking and scraping,8,0010,tango,False,test,test
/audiocaps/train/4107.wav,Jet engine flying,8,0010,natural,False,train,train
/audiocaps/train/12797.wav,A vehicle plays the horn,9,0010,natural,False,train,train
/tango2/test/107346.wav,"An emergency vehicle two-tone siren is blaring and fades, and hissing is present",9,0010,tango,False,test,test
/audiocaps/test/106441.wav,A train running on train tracks while a steam engine horn whistles,9,0010,natural,False,test,test
/audiocaps/test/105231.wav,A person is snoring peacefully,1,0010,natural,True,excluded,
/audioldm/test/107346.wav,"An emergency vehicle two-tone siren is blaring and fades, and hissing is present",3,0010,audioldm,False,test,test
/audioldm2/train/21763.wav,A person is snoring peacefully,9,0010,audioldm,False,train,train
/audiocaps/test/107346.wav,"An emergency vehicle two-tone siren is blaring and fades, and hissing is present",9,0010,natural,False,test,test
/tango2/test/106441.wav,A train running on train tracks while a steam engine horn whistles,9,0010,tango,False,test,test
/tango/train/21763.wav,A person is snoring peacefully,9,0010,tango,False,train,train
/audiocaps/train/21763.wav,A person is snoring peacefully,1,0010,natural,False,train,train
/audioldm2/train/12797.wav,A vehicle plays the horn,8,0010,audioldm,False,train,train
/tango/train/4107.wav,Jet engine flying,1,0010,tango,False,train,train
/audioldm2/test/106087.wav,A woman and a young boy talking as water splashes and a group of kids yell in the distance,2,0011,audioldm,False,test,test
/audiocaps/train/97888.wav,A woman and a young boy talking as water splashes and a group of kids yell in the distance,0,0011,natural,True,excluded,
/audiocaps/train/13569.wav,"A slam, a horse neighs several times, then pants",0,0011,natural,True,excluded,
/audiocaps/test/105422.wav,A motorboat driving by as water splashes followed by wind blowing into a microphone,9,0011,natural,False,test,test
/audiocaps/test/102782.wav,A train running on railroad tracks while a train horn blows as railroad warning signals ring,10,0011,natural,False,validation,test
/tango/test/105422.wav,A motorboat driving by as water splashes followed by wind blowing into a microphone,0,0011,tango,False,test,test
/tango2/test/102782.wav,A train running on railroad tracks while a train horn blows as railroad warning signals ring,9,0011,tango,False,validation,test
/audiocaps/test/105357.wav,A train running on railroad tracks while a train horn blows as railroad warning signals ring,0,0011,natural,True,excluded,
/audioldm2/test/102759.wav,Duck quacking repeatedly,3,0011,audioldm,False,test,test
/tango/test/106087.wav,A woman and a young boy talking as water splashes and a group of kids yell in the distance,5,0011,tango,False,test,test
/tango/train/23775.wav,"A slam, a horse neighs several times, then pants",0,0011,tango,False,train,train
/tango/test/104356.wav,Mechanical humming with some tapping on glass followed by rattling and a person speaking,8,0011,tango,False,validation,test
/audioldm2/test/105422.wav,A motorboat driving by as water splashes followed by wind blowing into a microphone,0,0011,audioldm,False,test,test
/audiocaps/test/102759.wav,Duck quacking repeatedly,9,0011,natural,False,test,test
/tango/test/102759.wav,Duck quacking repeatedly,1,0011,tango,False,test,test
/audiocaps/test/106087.wav,A woman and a young boy talking as water splashes and a group of kids yell in the distance,9,0011,natural,False,test,test
/audioldm/test/102782.wav,A train running on railroad tracks while a train horn blows as railroad warning signals ring,1,0011,audioldm,False,validation,test
/audioldm2/train/23775.wav,"A slam, a horse neighs several times, then pants",0,0011,audioldm,False,train,train
/audiocaps/test/104356.wav,Mechanical humming with some tapping on glass followed by rattling and a person speaking,5,0011,natural,False,validation,test
/audioldm2/test/104356.wav,Mechanical humming with some tapping on glass followed by rattling and a person speaking,0,0011,audioldm,False,validation,test
/audiocaps/train/23775.wav,"A slam, a horse neighs several times, then pants",10,0011,natural,False,train,train
/audiocaps/train/16503.wav,A large smack followed by rolling wheels on wood,2,0012,natural,False,train,train
/audiocaps/train/27844.wav,Tick-tock of a clock followed by a long mechanical beep,2,0012,natural,False,train,train
/tango2/train/54518.wav,Clicking followed by a gunshot and more clicking,2,0012,tango,False,train,train
/audiocaps/test/1167.wav,A man talking while birds chirp in the background followed by a frog squeaking,0,0012,natural,True,excluded,
/audioldm/test/104740.wav,A man talking as an idle truck engine runs,2,0012,audioldm,False,test,test
/audiocaps/test/104106.wav,Revving of an engine with people cheering while someone speaks through a speaker,5,0012,natural,False,test,test
/audioldm/train/54518.wav,Clicking followed by a gunshot and more clicking,2,0012,audioldm,False,train,train
/audiocaps/test/102771.wav,Tick-tock of a clock followed by a long mechanical beep,2,0012,natural,True,excluded,
/audiocaps/test/104740.wav,A man talking as an idle truck engine runs,2,0012,natural,False,test,test
/tango/train/27844.wav,Tick-tock of a clock followed by a long mechanical beep,0,0012,tango,False,train,train
/audioldm2/train/27844.wav,Tick-tock of a clock followed by a long mechanical beep,2,0012,audioldm,False,train,train
/audioldm/test/103382.wav,A man talking while birds chirp in the background followed by a frog squeaking,5,0012,audioldm,False,test,test
/audiocaps/train/54518.wav,Clicking followed by a gunshot and more clicking,2,0012,natural,False,train,train
/tango2/test/103382.wav,A man talking while birds chirp in the background followed by a frog squeaking,10,0012,tango,False,test,test
/audiocaps/test/103382.wav,A man talking while birds chirp in the background followed by a frog squeaking,8,0012,natural,False,test,test
/tango2/test/104740.wav,A man talking as an idle truck engine runs,10,0012,tango,False,test,test
/audioldm2/test/104106.wav,Revving of an engine with people cheering while someone speaks through a speaker,5,0012,audioldm,False,test,test
/tango/test/104106.wav,Revving of an engine with people cheering while someone speaks through a speaker,10,0012,tango,False,test,test
/audioldm2/train/16503.wav,A large smack followed by rolling wheels on wood,2,0012,audioldm,False,train,train
/tango/train/16503.wav,A large smack followed by rolling wheels on wood,2,0012,tango,False,train,train
/audiocaps/train/49129.wav,Clicking followed by a gunshot and more clicking,0,0012,natural,True,excluded,
/audioldm2/train/57906.wav,A motor vehicle engine idles nearby at a moderate speed,2,0013,audioldm,False,train,train
/audiocaps/train/2191.wav,A truck reversing beeps,7,0013,natural,False,train,train
/tango/train/57906.wav,A motor vehicle engine idles nearby at a moderate speed,8,0013,tango,False,train,train
/audiocaps/train/87030.wav,White noise as footsteps run on concrete followed by liquid spraying and a person groaning,1,0013,natural,True,excluded,
/tango/train/2191.wav,A truck reversing beeps,2,0013,tango,False,train,train
/audioldm2/train/2191.wav,A truck reversing beeps,2,0013,audioldm,False,train,train
/audiocaps/train/63527.wav,"Metal thumping occurs in the foreground and a whistle occurs in the background, after which an adult female speaks and then metal clicking occurs",6,0013,natural,False,train,train
/audioldm/train/40994.wav,A man is speaking followed by a vibration noise from an engine,3,0013,audioldm,False,train,train
/audiocaps/train/57906.wav,A motor vehicle engine idles nearby at a moderate speed,8,0013,natural,False,train,train
/audioldm2/train/63527.wav,"Metal thumping occurs in the foreground and a whistle occurs in the background, after which an adult female speaks and then metal clicking occurs",3,0013,audioldm,False,train,train
/audiocaps/test/103312.wav,A man speaks followed by several clicks then an engine struggling to start,10,0013,natural,False,test,test
